date,ticker,name,rank,score,ret_1m,ret_3m,ret_6m,rs_3m_vs_spy,volume_ratio,source_etfs,is_held,acceleration,vol_20d,target_weight,industry,industry_rank
2026-03-11,MU,MU,1.0,0.75839,0.09176,0.69565,2.095903,0.706329,1.041185,SMH,1,,,,,
2026-03-11,ZIM,ZIM,2.0,0.645519,0.322809,0.397908,1.110526,0.408587,1.131453,SEA,1,,,,,
2026-03-11,OXY,OXY,3.0,0.560019,0.19117,0.34381,0.231281,0.354489,1.523936,XOP,1,,,,,
2026-03-11,APA,APA,4.0,0.511887,0.199345,0.261285,0.522161,0.271964,1.228325,XOP,1,,,,,
2026-03-11,AMAT,AMAT,5.0,0.5096,0.062014,0.309181,1.147217,0.319859,1.024494,SMH,1,,,,,
2026-03-11,HWM,HWM,6.0,0.467162,0.117699,0.299577,0.406023,0.310255,1.093116,ITA,1,,,,,
2026-03-11,LMT,LMT,7.0,0.461253,0.017516,0.395569,0.420973,0.406247,1.027554,"ITA,XLI",0,,,,,
2026-03-11,EOG,EOG,8.0,0.459098,0.163695,0.197885,0.129571,0.208563,1.35619,"VDE,XOP",0,,,,,
2026-03-11,FANG,FANG,9.0,0.453909,0.064353,0.121381,0.29606,0.13206,1.630191,XOP,0,,,,,
2026-03-11,COP,COP,10.0,0.444933,0.076633,0.260013,0.274004,0.270691,1.215912,"VDE,XOP",0,,,,,
2026-03-11,RTX,RTX,11.0,0.44172,0.056425,0.208372,0.365799,0.21905,1.312671,"ITA,XLI",0,,,,,
2026-03-11,XOM,XOM,12.0,0.438307,0.002447,0.306949,0.369905,0.317628,1.162332,"VDE,XOP",0,,,,,
2026-03-11,NOC,NOC,13.0,0.434916,0.050371,0.324482,0.282613,0.33516,1.0443,ITA,0,,,,,
2026-03-11,DE,DE,14.0,0.430572,0.014291,0.273807,0.249033,0.284485,1.240344,XLI,0,,,,,
2026-03-11,PSX,PSX,15.0,0.425459,0.07619,0.218898,0.281276,0.229577,1.189035,VDE,0,,,,,
2026-03-11,DVN,DVN,16.0,0.424379,0.043238,0.207346,0.322064,0.218025,1.258419,XOP,0,,,,,
2026-03-11,LHX,LHX,17.0,0.421873,0.038962,0.293307,0.345573,0.303986,1.025123,ITA,0,,,,,
2026-03-11,CVX,CVX,18.0,0.419413,0.050329,0.289691,0.238553,0.30037,1.056866,VDE,0,,,,,
2026-03-11,MPC,MPC,19.0,0.406935,0.110056,0.195508,0.237799,0.206186,1.079627,VDE,0,,,,,
2026-03-11,EXC,EXC,20.0,0.400206,0.110757,0.127164,0.133442,0.137842,1.265698,XLU,0,,,,,
2026-03-11,CAT,CAT,21.0,0.399216,-0.046529,0.186236,0.692435,0.196915,1.12528,XLI,0,,,,,
2026-03-11,ASML,ASML,22.0,0.39509,-0.029948,0.23845,0.722306,0.249128,0.915726,SMH,0,,,,,
2026-03-11,WMB,WMB,23.0,0.388591,0.096537,0.200969,0.29234,0.211647,0.945369,VDE,0,,,,,
2026-03-11,ED,ED,24.0,0.385711,0.047432,0.170665,0.152196,0.181344,1.192035,XLU,0,,,,,
2026-03-11,KMI,KMI,25.0,0.383295,0.067441,0.212166,0.241742,0.222844,0.977125,VDE,0,,,,,
2026-03-11,VZ,VZ,26.0,0.382993,0.077839,0.227119,0.163186,0.237797,0.962063,SCHD,0,,,,,
2026-03-11,INTC,INTC,27.0,0.380064,-0.044984,0.190571,0.963175,0.201249,0.827597,SMH,0,,,,,
2026-03-11,DUK,DUK,28.0,0.380008,0.068271,0.128537,0.080163,0.139215,1.256753,XLU,0,,,,,
2026-03-11,SLB,SLB,29.0,0.379115,-0.046894,0.259676,0.346283,0.270354,1.020367,VDE,0,,,,,
2026-03-11,KLAC,KLAC,30.0,0.374832,0.017248,0.196319,0.59633,0.206997,0.86131,SMH,0,,,,,
2026-03-11,AEP,AEP,31.0,0.372177,0.083898,0.134192,0.211333,0.14487,1.080569,XLU,0,,,,,
2026-03-11,SO,SO,32.0,0.368962,0.076975,0.125058,0.055367,0.135737,1.190033,XLU,0,,,,,
2026-03-11,NEE,NEE,33.0,0.364795,0.024363,0.137927,0.308121,0.148605,1.096463,XLU,0,,,,,
2026-03-11,TSM,TSM,34.0,0.362255,-0.002392,0.174545,0.41304,0.185224,0.98579,"EWT,SMH",0,,,,,
2026-03-11,SEDG,SEDG,35.0,0.36168,-0.019293,0.186001,0.201398,0.196679,1.116089,ICLN,0,,,,,
2026-03-11,CTRA,CTRA,36.0,0.360804,0.027532,0.179902,0.314465,0.19058,0.95632,XOP,0,,,,,
2026-03-11,ADI,ADI,37.0,0.360655,-0.011611,0.143625,0.286244,0.154303,1.14724,SMH,0,,,,,
2026-03-11,HON,HON,38.0,0.359283,-0.001668,0.247148,0.186022,0.257827,0.920096,XLI,0,,,,,
2026-03-11,ENPH,ENPH,39.0,0.342088,-0.13837,0.387324,0.14233,0.398002,0.787172,ICLN,0,,,,,
2026-03-11,GE,GE,40.0,0.335447,0.026552,0.132177,0.177056,0.142856,0.994885,XLI,0,,,,,
2026-03-11,MRK,MRK,41.0,0.321028,-0.01224,0.174669,0.373478,0.185347,0.765358,SCHD,0,,,,,
2026-03-11,KO,KO,42.0,0.31841,-0.004361,0.105053,0.143973,0.115732,1.039504,SCHD,0,,,,,
2026-03-11,SRE,SRE,43.0,0.308669,0.0607,0.052518,0.155254,0.063196,0.958095,XLU,0,,,,,
2026-03-11,XEL,XEL,44.0,0.301236,0.059793,0.069589,0.124688,0.080268,0.888182,XLU,0,,,,,
2026-03-11,UNP,UNP,45.0,0.298945,-0.0127,0.066556,0.162277,0.077234,1.01691,XLI,0,,,,,
2026-03-11,D,D,46.0,0.292987,-0.002405,0.064511,0.057094,0.075189,1.023529,XLU,0,,,,,
2026-03-11,PEP,PEP,47.0,0.277346,-0.037965,0.099705,0.119147,0.110383,0.876775,SCHD,0,,,,,
2026-03-11,NVDA,NVDA,48.0,0.268603,-0.021101,0.002587,0.089424,0.013265,1.041537,SMH,0,,,,,
2026-03-11,CSCO,CSCO,49.0,0.260009,-0.100023,-0.009637,0.159786,0.001041,1.147085,SCHD,0,,,,,
2026-03-11,ETN,ETN,50.0,0.244945,-0.05641,0.036111,0.02171,0.046789,0.923728,XLI,0,,,,,
2026-03-11,PFE,PFE,51.0,0.243719,0.009242,0.059371,0.104816,0.07005,0.665766,SCHD,0,,,,,
2026-03-11,AVGO,AVGO,52.0,0.183822,-0.006891,-0.148417,0.014554,-0.137739,0.883225,"SCHD,SMH",0,,,,,
2026-03-11,ZIM,ZIM,1.0,0.766625,0.322809,0.397908,1.110526,0.408587,1.131453,SEA,1,0.190173,0.06087,0.088457,,
2026-03-11,MU,MU,2.0,0.72796,0.09176,0.69565,2.095903,0.706329,1.041185,SMH,1,-0.140123,0.042943,0.125382,,
2026-03-11,OXY,OXY,3.0,0.700831,0.19117,0.34381,0.231281,0.354489,1.523936,XOP,1,0.076567,0.028865,0.186537,,
2026-03-11,APA,APA,4.0,0.619427,0.199345,0.261285,0.522161,0.271964,1.228325,XOP,1,0.11225,0.029448,0.182846,,
2026-03-11,EOG,EOG,5.0,0.580385,0.163695,0.197885,0.129571,0.208563,1.35619,"VDE,XOP",0,0.097734,0.019842,0.0,,
2026-03-11,HWM,HWM,6.0,0.555953,0.117699,0.299577,0.406023,0.310255,1.093116,ITA,1,0.01784,0.020014,0.269023,,
2026-03-11,COP,COP,7.0,0.524045,0.076633,0.260013,0.274004,0.270691,1.215912,"VDE,XOP",0,-0.010038,0.018251,0.0,,
2026-03-11,LMT,LMT,8.0,0.518384,0.017516,0.395569,0.420973,0.406247,1.027554,"ITA,XLI",0,-0.114341,0.016771,0.0,,
2026-03-11,NOC,NOC,9.0,0.509996,0.050371,0.324482,0.282613,0.33516,1.0443,ITA,0,-0.05779,0.021609,0.0,,
2026-03-11,FANG,FANG,10.0,0.509292,0.064353,0.121381,0.29606,0.13206,1.630191,XOP,0,0.023892,0.018424,0.0,,
2026-03-11,AMAT,AMAT,11.0,0.508007,0.062014,0.309181,1.147217,0.319859,1.024494,SMH,1,-0.041046,0.036441,0.147756,,
2026-03-11,PSX,PSX,12.0,0.498799,0.07619,0.218898,0.281276,0.229577,1.189035,VDE,0,0.003224,0.019744,0.0,,
2026-03-11,RTX,RTX,13.0,0.497772,0.056425,0.208372,0.365799,0.21905,1.312671,"ITA,XLI",0,-0.013033,0.018767,0.0,,
2026-03-11,MPC,MPC,14.0,0.495603,0.110056,0.195508,0.237799,0.206186,1.079627,VDE,0,0.044887,0.027546,0.0,,
2026-03-11,CVX,CVX,15.0,0.494377,0.050329,0.289691,0.238553,0.30037,1.056866,VDE,0,-0.046235,0.013838,0.0,,
2026-03-11,EXC,EXC,16.0,0.490614,0.110757,0.127164,0.133442,0.137842,1.265698,XLU,0,0.068369,0.017752,0.0,,
2026-03-11,DE,DE,17.0,0.487649,0.014291,0.273807,0.249033,0.284485,1.240344,XLI,0,-0.076978,0.032023,0.0,,
2026-03-11,XOM,XOM,18.0,0.483268,0.002447,0.306949,0.369905,0.317628,1.162332,"VDE,XOP",0,-0.09987,0.018702,0.0,,
2026-03-11,LHX,LHX,19.0,0.482666,0.038962,0.293307,0.345573,0.303986,1.025123,ITA,0,-0.058807,0.021466,0.0,,
2026-03-11,DVN,DVN,20.0,0.478844,0.043238,0.207346,0.322064,0.218025,1.258419,XOP,0,-0.025877,0.019817,0.0,,
2026-03-11,VZ,VZ,21.0,0.468889,0.077839,0.227119,0.163186,0.237797,0.962063,SCHD,0,0.002133,0.013002,0.0,,
2026-03-11,WMB,WMB,22.0,0.467249,0.096537,0.200969,0.29234,0.211647,0.945369,VDE,0,0.029547,0.0113,0.0,,
2026-03-11,DUK,DUK,23.0,0.457782,0.068271,0.128537,0.080163,0.139215,1.256753,XLU,0,0.025426,0.008329,0.0,,
2026-03-11,KMI,KMI,24.0,0.455828,0.067441,0.212166,0.241742,0.222844,0.977125,VDE,0,-0.003281,0.008991,0.0,,
2026-03-11,ED,ED,25.0,0.453196,0.047432,0.170665,0.152196,0.181344,1.192035,XLU,0,-0.009457,0.012242,0.0,,
2026-03-11,SO,SO,26.0,0.452233,0.076975,0.125058,0.055367,0.135737,1.190033,XLU,0,0.035289,0.015228,0.0,,
2026-03-11,AEP,AEP,27.0,0.445049,0.083898,0.134192,0.211333,0.14487,1.080569,XLU,0,0.039167,0.01341,0.0,,
2026-03-11,HON,HON,28.0,0.412328,-0.001668,0.247148,0.186022,0.257827,0.920096,XLI,0,-0.084051,0.011981,0.0,,
2026-03-11,CTRA,CTRA,29.0,0.406141,0.027532,0.179902,0.314465,0.19058,0.95632,XOP,0,-0.032435,0.019703,0.0,,
2026-03-11,NEE,NEE,30.0,0.404377,0.024363,0.137927,0.308121,0.148605,1.096463,XLU,0,-0.021613,0.013875,0.0,,
2026-03-11,SLB,SLB,31.0,0.400034,-0.046894,0.259676,0.346283,0.270354,1.020367,VDE,0,-0.133452,0.018102,0.0,,
2026-03-11,SEDG,SEDG,32.0,0.39865,-0.019293,0.186001,0.201398,0.196679,1.116089,ICLN,0,-0.081294,0.069859,0.0,,
2026-03-11,KLAC,KLAC,33.0,0.391863,0.017248,0.196319,0.59633,0.206997,0.86131,SMH,0,-0.048192,0.029254,0.0,,
2026-03-11,ADI,ADI,34.0,0.387939,-0.011611,0.143625,0.286244,0.154303,1.14724,SMH,0,-0.059486,0.021322,0.0,,
2026-03-11,GE,GE,35.0,0.387334,0.026552,0.132177,0.177056,0.142856,0.994885,XLI,0,-0.017507,0.018318,0.0,,
2026-03-11,ASML,ASML,36.0,0.385874,-0.029948,0.23845,0.722306,0.249128,0.915726,SMH,0,-0.109431,0.026973,0.0,,
2026-03-11,TSM,TSM,37.0,0.385391,-0.002392,0.174545,0.41304,0.185224,0.98579,"EWT,SMH",0,-0.060573,0.023385,0.0,,
2026-03-11,CAT,CAT,38.0,0.379599,-0.046529,0.186236,0.692435,0.196915,1.12528,XLI,0,-0.108608,0.023193,0.0,,
2026-03-11,SRE,SRE,39.0,0.367275,0.0607,0.052518,0.155254,0.063196,0.958095,XLU,0,0.043194,0.011656,0.0,,
2026-03-11,XEL,XEL,40.0,0.364323,0.059793,0.069589,0.124688,0.080268,0.888182,XLU,0,0.036597,0.011755,0.0,,
2026-03-11,ENPH,ENPH,41.0,0.35894,-0.13837,0.387324,0.14233,0.398002,0.787172,ICLN,0,-0.267478,0.044999,0.0,,
2026-03-11,KO,KO,42.0,0.357218,-0.004361,0.105053,0.143973,0.115732,1.039504,SCHD,0,-0.039378,0.010503,0.0,,
2026-03-11,MRK,MRK,43.0,0.343721,-0.01224,0.174669,0.373478,0.185347,0.765358,SCHD,0,-0.070463,0.016337,0.0,,
2026-03-11,INTC,INTC,44.0,0.336653,-0.044984,0.190571,0.963175,0.201249,0.827597,SMH,0,-0.108508,0.032846,0.0,,
2026-03-11,D,D,45.0,0.335771,-0.002405,0.064511,0.057094,0.075189,1.023529,XLU,0,-0.023909,0.010761,0.0,,
2026-03-11,UNP,UNP,46.0,0.327987,-0.0127,0.066556,0.162277,0.077234,1.01691,XLI,0,-0.034885,0.010396,0.0,,
2026-03-11,PEP,PEP,47.0,0.303796,-0.037965,0.099705,0.119147,0.110383,0.876775,SCHD,0,-0.0712,0.012444,0.0,,
2026-03-11,NVDA,NVDA,48.0,0.29321,-0.021101,0.002587,0.089424,0.013265,1.041537,SMH,0,-0.021963,0.022403,0.0,,
2026-03-11,PFE,PFE,49.0,0.286345,0.009242,0.059371,0.104816,0.07005,0.665766,SCHD,0,-0.010548,0.011738,0.0,,
2026-03-11,ETN,ETN,50.0,0.265084,-0.05641,0.036111,0.02171,0.046789,0.923728,XLI,0,-0.068447,0.023358,0.0,,
2026-03-11,CSCO,CSCO,51.0,0.243771,-0.100023,-0.009637,0.159786,0.001041,1.147085,SCHD,0,-0.096811,0.031822,0.0,,
2026-03-11,AVGO,AVGO,52.0,0.203198,-0.006891,-0.148417,0.014554,-0.137739,0.883225,"SCHD,SMH",0,0.042582,0.021507,0.0,,
2026-03-12,OXY,OXY,1.0,0.959423,0.262373,0.405776,0.261283,0.430636,1.594961,XOP,1,0.127114,0.030231,0.131904,,
2026-03-12,ZIM,ZIM,2.0,0.903834,0.312108,0.368898,1.060606,0.393757,1.15572,SEA,1,0.189142,0.061792,0.064531,,
2026-03-12,APA,APA,3.0,0.776414,0.224408,0.273589,0.443109,0.298448,1.238031,XOP,1,0.133212,0.029174,0.136682,,
2026-03-12,EOG,EOG,4.0,0.717278,0.180479,0.216199,0.10627,0.241058,1.354404,XOP,1,0.108413,0.017388,0.229332,,
2026-03-12,COP,COP,5.0,0.69925,0.118698,0.287167,0.275021,0.312026,1.22516,XOP,1,0.022975,0.017708,0.225178,,
2026-03-12,DVN,DVN,6.0,0.62687,0.062327,0.235027,0.300394,0.259886,1.296304,XOP,1,-0.016015,0.018776,0.212373,,
2026-03-12,XOM,XOM,7.0,0.609992,0.012798,0.298351,0.364711,0.32321,1.147091,XOP,0,-0.086653,0.017949,0.0,,
2026-03-12,FANG,FANG,8.0,0.604505,0.073504,0.119112,0.267617,0.143972,1.638008,XOP,0,0.033799,0.017724,0.0,,
2026-03-12,VZ,VZ,9.0,0.592894,0.068369,0.261335,0.164176,0.286195,0.924714,SCHD,0,-0.018743,0.010951,0.0,,
2026-03-12,EXC,EXC,10.0,0.582606,0.108423,0.130713,0.142198,0.155572,1.263792,XLU,0,0.064852,0.017718,0.0,,
2026-03-12,SO,SO,11.0,0.558327,0.078483,0.144461,0.068589,0.169321,1.198302,XLU,0,0.030329,0.015509,0.0,,
2026-03-12,ED,ED,12.0,0.55593,0.043346,0.180651,0.165328,0.205511,1.194584,XLU,0,-0.016871,0.012202,0.0,,
2026-03-12,DUK,DUK,13.0,0.55513,0.06616,0.143874,0.086279,0.168733,1.244057,XLU,0,0.018202,0.008406,0.0,,
2026-03-12,AEP,AEP,14.0,0.546097,0.090654,0.13914,0.220417,0.164,1.082277,XLU,0,0.044274,0.013393,0.0,,
2026-03-12,CTRA,CTRA,15.0,0.533717,0.046466,0.190618,0.312269,0.215477,0.989763,XOP,0,-0.017073,0.018554,0.0,,
2026-03-12,NEE,NEE,16.0,0.493007,0.009909,0.151808,0.291244,0.176668,1.099133,XLU,0,-0.040694,0.013819,0.0,,
2026-03-12,SEDG,SEDG,17.0,0.459893,-0.04349,0.162921,0.196125,0.187781,1.11025,ICLN,0,-0.097797,0.070044,0.0,,
2026-03-12,MRK,MRK,18.0,0.456223,-0.010585,0.196305,0.379388,0.221165,0.76112,SCHD,0,-0.07602,0.015735,0.0,,
2026-03-12,ENPH,ENPH,19.0,0.455257,-0.152239,0.350238,0.147629,0.375097,0.764178,ICLN,0,-0.268985,0.044378,0.0,,
2026-03-12,KO,KO,20.0,0.447442,0.010415,0.107291,0.144353,0.13215,1.013283,SCHD,0,-0.025348,0.00904,0.0,,
2026-03-12,XEL,XEL,21.0,0.426616,0.042839,0.067353,0.117688,0.092213,0.89993,XLU,0,0.020388,0.011772,0.0,,
2026-03-12,SRE,SRE,22.0,0.420692,0.038908,0.05514,0.136325,0.08,0.939415,XLU,0,0.020527,0.011152,0.0,,
2026-03-12,D,D,23.0,0.404739,-0.014893,0.074923,0.057556,0.099782,1.021832,XLU,0,-0.039867,0.010544,0.0,,
2026-03-12,PEG,PEG,24.0,0.373881,-0.008774,0.039581,0.009178,0.064441,0.95825,XLU,0,-0.021968,0.011365,0.0,,
2026-03-12,PEP,PEP,25.0,0.371352,-0.048572,0.098313,0.113557,0.123172,0.872215,SCHD,0,-0.081343,0.011986,0.0,,
2026-03-12,PFE,PFE,26.0,0.330548,-0.027164,0.060403,0.093203,0.085262,0.678282,SCHD,0,-0.047298,0.012177,0.0,,
2026-03-12,AVGO,AVGO,27.0,0.204462,-0.01313,-0.173078,-0.090916,-0.148219,0.891719,SCHD,0,0.044563,0.021766,0.0,,
2026-03-12,OXY,Occidental Petroleum,1.0,0.959423,0.262373,0.405776,0.261283,0.430636,1.594961,XOP,1,0.127114,0.030231,0.131904,,
2026-03-12,ZIM,ZIM Integrated Shipping,2.0,0.903834,0.312108,0.368898,1.060606,0.393757,1.15572,SEA,1,0.189142,0.061792,0.064531,,
2026-03-12,APA,APA Corporation,3.0,0.776414,0.224408,0.273589,0.443109,0.298448,1.238031,XOP,1,0.133212,0.029174,0.136682,,
2026-03-12,EOG,EOG Resources,4.0,0.717278,0.180479,0.216199,0.10627,0.241058,1.354404,XOP,1,0.108413,0.017388,0.229332,,
2026-03-12,COP,ConocoPhillips,5.0,0.69925,0.118698,0.287167,0.275021,0.312026,1.22516,XOP,1,0.022975,0.017708,0.225178,,
2026-03-12,DVN,Devon Energy,6.0,0.62687,0.062327,0.235027,0.300394,0.259886,1.296304,XOP,1,-0.016015,0.018776,0.212373,,
2026-03-12,XOM,Exxon Mobil,7.0,0.609992,0.012798,0.298351,0.364711,0.32321,1.147091,XOP,0,-0.086653,0.017949,0.0,,
2026-03-12,FANG,Diamondback Energy,8.0,0.604505,0.073504,0.119112,0.267617,0.143972,1.638008,XOP,0,0.033799,0.017724,0.0,,
2026-03-12,VZ,Verizon Communications,9.0,0.592894,0.068369,0.261335,0.164176,0.286195,0.924714,SCHD,0,-0.018743,0.010951,0.0,,
2026-03-12,EXC,Exelon Corporation,10.0,0.582606,0.108423,0.130713,0.142198,0.155572,1.263792,XLU,0,0.064852,0.017718,0.0,,
2026-03-12,SO,Southern Company,11.0,0.558327,0.078483,0.144461,0.068589,0.169321,1.198302,XLU,0,0.030329,0.015509,0.0,,
2026-03-12,ED,Consolidated Edison,12.0,0.55593,0.043346,0.180651,0.165328,0.205511,1.194584,XLU,0,-0.016871,0.012202,0.0,,
2026-03-12,DUK,Duke Energy,13.0,0.55513,0.06616,0.143874,0.086279,0.168733,1.244057,XLU,0,0.018202,0.008406,0.0,,
2026-03-12,AEP,American Electric Power,14.0,0.546097,0.090654,0.13914,0.220417,0.164,1.082277,XLU,0,0.044274,0.013393,0.0,,
2026-03-12,CTRA,Coterra Energy,15.0,0.533717,0.046466,0.190618,0.312269,0.215477,0.989763,XOP,0,-0.017073,0.018554,0.0,,
2026-03-12,NEE,NextEra Energy,16.0,0.493007,0.009909,0.151808,0.291244,0.176668,1.099133,XLU,0,-0.040694,0.013819,0.0,,
2026-03-12,SEDG,SolarEdge Technologies,17.0,0.459893,-0.04349,0.162921,0.196125,0.187781,1.11025,ICLN,0,-0.097797,0.070044,0.0,,
2026-03-12,MRK,Merck & Co,18.0,0.456223,-0.010585,0.196305,0.379388,0.221165,0.76112,SCHD,0,-0.07602,0.015735,0.0,,
2026-03-12,ENPH,Enphase Energy,19.0,0.455257,-0.152239,0.350238,0.147629,0.375097,0.764178,ICLN,0,-0.268985,0.044378,0.0,,
2026-03-12,KO,Coca Cola,20.0,0.447442,0.010415,0.107291,0.144353,0.13215,1.013283,SCHD,0,-0.025348,0.00904,0.0,,
2026-03-12,XEL,Xcel Energy,21.0,0.426616,0.042839,0.067353,0.117688,0.092213,0.89993,XLU,0,0.020388,0.011772,0.0,,
2026-03-12,SRE,Sempra Energy,22.0,0.420692,0.038908,0.05514,0.136325,0.08,0.939415,XLU,0,0.020527,0.011152,0.0,,
2026-03-12,D,Dominion Energy,23.0,0.404739,-0.014893,0.074923,0.057556,0.099782,1.021832,XLU,0,-0.039867,0.010544,0.0,,
2026-03-12,PEG,Public Service Enterprise Group,24.0,0.373881,-0.008774,0.039581,0.009178,0.064441,0.95825,XLU,0,-0.021968,0.011365,0.0,,
2026-03-12,PEP,PepsiCo,25.0,0.371352,-0.048572,0.098313,0.113557,0.123172,0.872215,SCHD,0,-0.081343,0.011986,0.0,,
2026-03-12,PFE,Pfizer Inc.,26.0,0.330548,-0.027164,0.060403,0.093203,0.085262,0.678282,SCHD,0,-0.047298,0.012177,0.0,,
2026-03-12,AVGO,Broadcom Inc.,27.0,0.204462,-0.01313,-0.173078,-0.090916,-0.148219,0.891719,SCHD,0,0.044563,0.021766,0.0,,
2026-03-12,OXY,Occidental Petroleum,1.0,0.855683,0.262373,0.405776,0.261283,0.430636,1.594961,XOP,1,0.127114,0.030231,0.146425,,
2026-03-12,ZIM,ZIM Integrated Shipping,2.0,0.804335,0.312108,0.368898,1.060606,0.393757,1.15572,SEA,1,0.189142,0.061792,0.071636,,
2026-03-12,VAL,Valaris Ltd,3.0,0.802739,0.162762,0.573682,0.761579,0.598541,1.135672,OIH,1,-0.028466,0.035226,0.125662,,
2026-03-12,APA,APA Corporation,4.0,0.695486,0.224408,0.273589,0.443109,0.298448,1.238031,XOP,1,0.133212,0.029174,0.151729,,
